"longitude","latitude","Al","Ca","Fe","K","Mg","Na","Ti","Be","Ce","Co","Cr","Cu","Ga","La","Li","Mo","Nb","Ni","Rb","Sc","Sn","Th","Tl","U","V","W","Y"
-107.78595,38.84953,0.68,0.102,0.327,0.193,0.117,0.059,0.029,2,73.2,11.9,48,20.5,15.7,37.1,35,1.48,10.4,32.1,91.6,10.2,1.8,13.1,0.7,2.3,90,1,19.7
-107.65972,38.84988,0.593,0.202,0.256,0.181,0.09,0.087,0.022,1.4,59.1,9.4,39,20.3,12.2,30.3,25,2.01,7.6,23,78.8,7.8,1.8,8.4,0.6,2.4,69,0.8,15.2
-107.04008,38.86255,0.544,0.039,0.234,0.221,0.028,0.137,0.016,1.3,67.9,5.7,10,10,11.8,34,21,0.58,7.3,4.3,101,3.9,1.2,8.4,1.5,1.6,40,0.7,11.1
-106.604,38.81752,0.772,0.069,0.86,0.526,0.188,0.023,0.041,3.5,55.7,23.8,104,30.2,17.7,28.3,48,1.16,5.7,41.9,129,33.9,1.3,4.8,0.4,2.5,109,5.1,29.4
-106.02003,38.83575,0.675,0.118,0.408,0.229,0.083,0.154,0.045,2.7,125,10.5,19,26.7,20.3,61.1,45,0.64,18.7,12.2,147,16,3.3,22.4,0.8,4.4,68,1.3,53.6
-105.63849,38.84896,0.847,0.233,0.635,0.26,0.116,0.163,0.059,1.6,98,23.6,30,21.9,18.7,48.6,17,1.17,15.2,13.8,85,13.7,1.7,8.7,0.5,2,166,0.6,23.6
-105.15999,38.86422,0.692,0.057,0.382,0.29,0.036,0.177,0.025,5.7,320,4.4,10,9.3,23.7,142,39,1.71,49.1,5.6,160,12.3,7.3,39.1,0.8,6.1,21,1.8,69.7
-104.89845,38.85852,0.708,0.037,0.309,0.306,0.049,0.054,0.02,2.9,118,8.4,26,19.3,19.8,57.5,39,0.62,11.5,13.8,145,8.2,2.7,22.5,1,8.2,38,0.6,16.7
-103.82922,38.83789,0.797,0.162,0.36,0.235,0.128,0.065,0.029,1.9,69.4,11.5,62,25.4,17.5,35.7,47,1.22,11,30.7,116,11.6,2.1,12.1,0.8,3.6,145,1.2,18.1
-103.77544,38.85223,0.506,0.039,0.159,0.281,0.036,0.058,0.016,1.4,68.4,6.2,25,11.3,12.6,33,17,0.77,10.7,11.3,109,5.2,2,10.8,0.7,1.9,48,0.8,15
-103.20073,38.83446,0.447,0.032,0.093,0.298,0.016,0.089,0.012,1.2,53.5,3,13,6,9.28,27,9,0.5,6.5,5.7,106,3,0.7,8.1,0.6,1.7,26,0.4,12.6
-102.84957,38.8214,0.419,0.075,0.114,0.268,0.03,0.076,0.013,1.1,52.2,3.9,31,9.2,9.01,27,11,0.74,7.4,12.2,92.2,2.9,0.8,8.6,0.6,1.5,31,0.5,10
-102.70345,38.82293,0.456,0.071,0.145,0.247,0.043,0.072,0.015,1.3,50,4.9,20,11.4,9.58,26.4,16,0.61,7.8,9.5,89.1,4.7,1,9.1,0.5,1.8,42,0.7,14.2
-102.35641,38.82737,0.516,0.103,0.146,0.245,0.038,0.112,0.024,1.3,73.8,5,27,9.6,11.1,39.8,15,0.6,13.2,10.2,96.6,4.9,1,11.2,0.6,2.1,55,0.7,15.7
-108.31779,38.79547,0.377,0.402,0.166,0.16,0.055,0.079,0.018,1,40.6,4.8,16,9.3,7.87,21.3,22,0.49,5,7.4,55.8,4.3,0.7,5.6,0.3,1.8,51,0.4,9.9
-106.28961,38.81422,0.713,0.2,0.305,0.332,0.079,0.226,0.04,2.2,93.9,9.7,17,15,17.9,48.9,31,0.79,19.5,11.2,114,8.2,1.9,18.2,0.6,8,77,0.7,22.8
-103.53392,38.97351,0.409,0.063,0.093,0.287,0.023,0.058,0.011,0.9,46.6,2.9,14,5.3,8.78,25.2,10,0.48,8.5,6.2,112,3,0.7,7.6,0.6,1.5,29,0.4,10.3
-102.36929,38.76912,0.495,0.183,0.166,0.255,0.052,0.099,0.018,1.4,62.9,5.6,25,10.7,11.5,33,19,0.59,8.6,11.5,94.3,6,1.2,10.7,0.6,1.9,51,0.8,15.9
-108.68295,38.78436,0.698,0.189,0.291,0.258,0.087,0.246,0.025,2.1,42.4,9,35,23.2,13.8,21,32,1.6,8.8,16.8,73.5,9.3,1.1,5.5,0.4,2,73,14,16.1
-108.26344,38.74397,0.303,0.276,0.139,0.122,0.049,0.03,0.011,1,39.2,5.6,11,10,6.98,21.1,32,0.96,4.3,7.4,45.9,4.7,0.9,5.1,0.4,1.3,31,0.6,11.3
-107.47671,38.7225,0.513,0.117,0.222,0.184,0.053,0.068,0.024,1.5,58.2,8.7,35,21,12.5,31.4,26,1.4,8.8,17.6,105,8.5,1.4,8.1,0.6,2.6,73,1,18.4
-107.07964,38.78884,0.641,0.065,0.229,0.254,0.047,0.083,0.022,2.4,82.6,7.5,21,18.4,16.7,42.8,13,0.34,9.3,10,126,8.6,1.7,14.4,0.6,2.8,53,0.9,17.4
-106.74317,38.73166,0.609,0.074,0.22,0.235,0.034,0.144,0.015,2.3,100,6.1,23,9.5,12.9,50.2,20,0.46,7.3,8.9,118,5.2,1.5,15.3,0.6,2.2,38,0.6,12.7
-105.4313,38.78146,0.769,0.28,0.621,0.303,0.15,0.17,0.082,2.1,109,21.8,60,30.2,19.3,52.4,23,1.18,25.7,24.8,89.8,17.3,1.9,12.5,0.5,2.5,211,1.2,28.4
-105.10021,38.74791,0.746,0.119,0.375,0.308,0.058,0.181,0.044,4.6,205,9.2,18,29.3,21.9,101,51,1.55,33.2,9.6,182,16.3,4.4,25.4,0.8,5.5,56,1.2,44.4
-104.8675,38.78711,0.561,0.088,0.335,0.282,0.04,0.127,0.023,3.7,273,6.2,31,17.4,19.1,126,31,3.61,53.2,19.1,147,10.5,6.5,24.6,1,4.1,87,1.3,72.1
-104.69462,38.76593,0.469,0.041,0.13,0.352,0.021,0.065,0.017,1.4,50.5,3.3,11,8.1,11.1,27.4,11,1.2,20,4.3,141,3.7,1.2,7.9,0.6,1.7,35,0.6,17.7
-104.38626,38.76649,0.424,0.011,0.027,0.388,0.003,0.071,0.005,1.5,36.6,0.7,5,1.9,11.1,19.3,4,0.26,22.2,2.6,153,0.9,0.6,4.8,0.7,1,4,0.3,10.7
-104.04075,38.73814,0.436,0.036,0.083,0.36,0.019,0.078,0.013,1.1,48.6,2.2,18,6.1,9.74,25.9,10,0.56,13.5,6.6,121,2.4,0.8,7.1,0.6,1.4,28,0.4,13.1
-103.59064,38.74834,0.361,0.019,0.059,0.284,0.011,0.052,0.007,0.9,38.7,2.1,11,3.2,8.1,21,6,0.46,6.3,5.1,116,2,0.5,5.6,0.6,1.2,16,0.3,8.7
-103.12727,38.7467,0.394,0.054,0.072,0.288,0.015,0.077,0.008,1,42.7,2.7,8,4.7,8.57,22.1,8,0.43,5.2,7.6,99.9,2,0.7,6.9,0.3,1.2,22,0.4,8.6
-103.09122,38.76306,0.408,0.031,0.072,0.316,0.014,0.091,0.013,1.2,65,2.4,11,5.8,8.48,33.1,8,0.39,7.8,5.3,104,2.5,0.7,11.5,0.6,1.9,24,0.4,11.7
-102.12345,38.6874,0.542,0.134,0.218,0.223,0.07,0.073,0.019,1.9,66,8.4,38,15.7,14,32.9,23,0.93,10.6,16.3,101,8.1,4.5,12.8,0.6,2.3,64,0.8,19
-108.86847,38.69998,0.466,0.047,0.169,0.203,0.05,0.032,0.017,1.3,42.4,5.9,28,10.7,9.74,22.5,34,0.83,5.2,12.8,86.2,5.7,1.3,7.4,0.5,1.7,46,0.8,13.1
-107.67471,38.71231,0.51,0.373,0.23,0.189,0.087,0.059,0.02,1.5,57.1,7.2,31,18.4,12.1,28.8,38,1.86,8,17.1,73.3,7.9,1.4,9.2,0.7,2.3,62,1,16.4
-107.60236,38.69663,0.703,0.108,0.262,0.192,0.072,0.048,0.02,1.9,65.9,8.6,43,18.2,14.7,33.2,40,1.98,10.5,21.2,102,8.5,1.9,11.9,1,2.5,78,1,15.7
-107.00363,38.71436,0.656,0.173,0.276,0.199,0.07,0.106,0.025,2.1,69.4,9.6,40,17.8,16.5,36.8,28,1.45,10,19.5,94.5,10.4,1.6,10.8,0.8,2.8,86,1.3,20.5
-106.30582,38.71151,0.555,0.26,0.264,0.222,0.078,0.134,0.028,2.3,75.5,10.8,21,52.2,13.4,38.6,25,1.57,12.9,13.5,105,8.6,2.5,16.3,0.5,6.6,58,1.3,19.2
-105.77969,38.64426,0.787,0.135,0.318,0.231,0.051,0.165,0.03,2.3,114,10.3,28,19.2,17.2,57.7,21,1.34,18.9,12.5,92.6,8.4,1.6,13.8,0.5,3.1,67,1.1,22.9
-105.65241,38.7254,0.81,0.276,0.689,0.287,0.074,0.198,0.061,2.2,118,24.2,15,28.9,19.6,54.5,16,0.93,25.6,12.9,90.4,18,1.6,9.6,0.2,1.9,137,0.8,27.2
-105.13861,38.71103,0.688,0.071,0.337,0.502,0.023,0.157,0.023,3.6,179,6.3,12,18.1,19.6,103,20,8.15,34.6,6.6,190,6.5,11.5,21.8,2,5.5,56,3.6,28.1
-104.45908,38.71227,0.56,0.024,0.077,0.46,0.012,0.087,0.011,1.9,64.4,2.1,8,3.2,14.5,32.8,8,0.41,22.2,3.3,196,2.7,1.2,9,0.9,1.9,18,0.5,20.3
-108.34905,38.65881,0.266,0.354,0.082,0.158,0.057,0.029,0.01,0.8,28.7,2.8,20,7.4,5.39,15.2,26,0.2,4.1,6.5,54.4,3.1,0.6,4.2,0.3,1.3,25,0.3,10.4
-108.10691,38.64989,0.387,0.271,0.175,0.136,0.059,0.044,0.012,1,37.8,5.8,25,21,7.89,19.9,26,1.29,5.8,11.9,51.2,4.8,1.1,6.4,0.4,1.9,49,0.9,9.8
-108.01791,38.64701,0.557,1.16,0.256,0.222,0.131,0.039,0.019,1.6,49,9.8,64,25.4,13.1,27.1,57,9.22,7.9,40.2,95.2,9,1.5,8.3,0.9,5.5,185,0.8,21.3
-107.31586,38.52641,0.741,0.161,0.36,0.215,0.079,0.126,0.037,1.8,75.4,12.3,27,20.5,15.4,35.3,29,1.39,10.7,13.5,88,11.1,1.7,8.8,0.5,2.2,85,1,23.9
-106.79176,38.71816,0.375,0.045,0.165,0.178,0.036,0.048,0.022,1.7,48.8,6,25,19.3,8.38,24.2,34,1.4,9.9,11.2,77.9,5.3,1.2,7.4,0.8,2.2,45,1.8,14.1
-106.09906,38.6805,0.676,0.105,0.299,0.358,0.08,0.145,0.029,3.6,105,12.1,15,47.1,17.7,50.4,40,2.97,14.6,12.9,182,8.7,2.8,22.2,0.9,3.9,76,3.9,21.9
-105.47436,38.66014,0.726,0.174,0.456,0.313,0.093,0.194,0.045,2.4,119,13.8,35,28.4,20.9,56.3,33,0.75,16.3,18.6,149,16.6,3.7,21.1,0.8,2.8,87,0.8,29.4
-104.57021,38.69405,0.567,0.235,0.222,0.287,0.069,0.096,0.025,2,96.9,7.6,27,15.3,14.7,45.2,26,0.97,20.2,14.1,120,7.1,1.8,15.1,0.6,2.7,63,0.9,28.3
-104.18283,38.66671,0.461,0.045,0.103,0.375,0.021,0.084,0.016,1.5,56.8,3.2,14,7.6,11,28.1,11,0.42,16.9,6.2,129,3.3,0.9,7.9,0.6,1.5,32,0.5,15.6
-103.88743,38.66595,0.426,0.029,0.108,0.288,0.018,0.06,0.015,1.5,74.8,3.8,16,7.2,11.4,39.3,12,0.66,16.2,7.2,121,4.1,1,12.2,0.7,2.1,33,0.7,16.4
-103.58003,38.66477,0.49,0.035,0.125,0.253,0.027,0.061,0.013,1.3,58,5.2,30,9.5,10.2,29.7,12,0.68,9.4,8.6,103,4.1,1,9.4,0.7,2.1,33,0.5,14.4
-103.0254,38.62912,0.372,0.023,0.063,0.268,0.011,0.075,0.007,0.9,39.9,2.1,14,6,7.41,21.4,6,0.46,4.4,6.5,91.7,1.6,0.5,6.5,0.5,1.3,19,0.3,7.4
-102.77834,38.64369,0.369,0.025,0.049,0.287,0.008,0.075,0.006,0.8,46.5,1.5,8,3.3,7.59,21.9,5,0.36,4.2,3,99.5,1.4,0.5,8.6,0.6,1.2,16,0.2,6.8
-102.69539,38.64244,0.428,0.077,0.078,0.333,0.022,0.093,0.013,1.2,47,2.8,6,7,8.64,23.9,10,0.45,6.7,5.9,105,2.7,0.7,8,0.6,1.5,27,0.6,11.2
-102.25401,38.6156,0.477,0.129,0.165,0.255,0.041,0.097,0.021,1.5,64.3,5.7,24,9,11.6,33.2,15,0.59,10.6,10.6,98.4,5.1,1,10,0.6,2,49,0.8,14.6
-108.85096,38.69938,0.343,0.046,0.117,0.202,0.035,0.037,0.014,0.9,35.9,4.7,19,15.5,6.93,17.7,31,0.56,4.2,10.3,70,3.9,1.1,5.1,0.4,4.9,42,0.7,10.3
-106.93292,38.62441,0.627,0.239,0.395,0.253,0.081,0.146,0.046,1.4,62.4,10.3,22,16.8,14.4,31.3,19,0.67,11.9,11,78.5,10.3,1.4,7.5,0.4,1.7,115,0.7,20.4
-106.36419,38.6769,0.859,0.116,0.39,0.292,0.12,0.103,0.027,3.3,95.6,14.9,12,198,20.4,53.4,36,8.82,10.2,11.5,173,9,1.8,31.5,1.5,12.3,88,2.1,23.1
-106.07957,38.6157,0.654,0.195,0.4,0.299,0.074,0.146,0.031,2.1,118,8.9,24,17.8,16.2,60.1,25,0.9,17.6,14.3,117,9.5,1.9,22.1,0.8,3.5,88,1.6,29.4
-105.96911,38.58496,0.853,0.472,0.603,0.103,0.377,0.134,0.037,0.7,46.4,43.3,101,138,15.5,20.3,55,0.54,5.2,149,41.4,16.8,0.8,6.7,0.2,1,155,2.9,14.9
-105.65001,38.65641,0.708,0.107,0.315,0.303,0.039,0.167,0.038,2.6,129,10.5,16,15.7,18.5,65.6,17,1.88,25.4,8.2,113,8.4,2.8,25.7,0.5,5.4,72,1.5,31.9
-105.11923,38.65553,0.514,0.085,0.942,0.288,0.064,0.132,0.046,5.4,350,12.2,12,37.4,23,176,48,6.13,36.9,11.4,208,19.8,4.3,48.2,1.2,18.6,84,3.2,169
-104.62191,38.6277,0.688,0.155,0.285,0.27,0.073,0.081,0.025,2,105,9.1,39,23.4,16.2,51.8,31,3.06,21.9,22.6,125,9.1,2.8,16.1,1,3.7,107,1.5,25.8
-104.33155,38.60839,0.384,0.016,0.046,0.316,0.006,0.066,0.007,1.3,45,1.3,5,3.5,9.2,23,5,0.29,8,2.5,121,1.2,0.8,6.3,0.5,1,11,0.2,10.2
-102.42091,38.58482,0.435,0.077,0.107,0.265,0.021,0.097,0.012,1.1,40.3,3.2,10,6.1,9.51,22.3,8,0.56,6.3,6.5,97.7,2.5,0.8,11.4,0.4,2.1,31,0.4,9.9
-108.39551,38.62057,0.364,0.609,0.132,0.193,0.155,0.041,0.015,1.1,43.8,6.1,37,11.8,8.46,22.6,29,0.65,3.9,21.1,70.6,6.2,1.1,6.6,0.4,1.5,34,0.4,12.9
-108.09637,38.60003,0.303,0.193,0.152,0.09,0.053,0.028,0.01,0.8,31.2,4.2,15,11.3,5.73,16.8,24,1.11,4,8.5,35.7,3.6,0.8,5.1,0.3,1.9,34,0.5,7.8
-107.32304,38.47027,0.697,0.154,0.315,0.22,0.06,0.131,0.034,1.7,75.2,10.8,26,24.8,15,35,27,1.61,10.7,13.1,87.9,9.3,1.6,9.5,0.5,3.2,72,1.2,23.6
-107.03979,38.52121,0.872,0.261,0.486,0.226,0.106,0.165,0.044,2.7,81.1,16.3,25,14.4,26.5,41.4,26,1.11,13.4,12.5,103,18.5,2.2,11.1,0.6,2.5,108,1,32.9
-106.32303,38.53193,0.35,1.53,0.149,0.188,0.223,0.091,0.013,1.3,55.5,4.9,26,21.4,8.16,27.6,16,0.75,7.7,10.6,71.9,3.6,1.8,7.7,0.4,2.1,34,3,12.1
-105.57715,38.61599,0.636,0.101,0.219,0.204,0.04,0.169,0.028,2.1,100,8.9,26,10.2,14.2,48.3,13,1.07,15,9.1,83.7,6.6,1.9,15.2,0.5,3.3,50,0.7,24.4
-104.64973,38.55954,0.544,0.144,0.222,0.327,0.053,0.106,0.02,1.9,91.7,6.5,31,32.5,13.9,45.3,23,2.26,14.9,16.7,121,5.8,1.7,13.4,0.7,2.7,75,0.8,22.2
-104.21542,38.59443,0.647,0.04,0.149,0.308,0.025,0.078,0.017,1.7,77,4.9,14,10.2,12.3,39.7,12,0.91,15.7,8.6,117,4.5,1.4,12.1,0.6,2.3,36,0.7,17.3
-103.53574,38.56046,0.643,0.174,0.271,0.23,0.084,0.055,0.02,1.7,54.3,9,40,20,14.5,29.5,34,1.07,9.8,23.1,103,7.3,1.6,10.5,0.6,2.6,97,1.1,14.6
-103.13747,38.55556,0.583,0.104,0.257,0.268,0.074,0.07,0.022,1.8,95.6,9,35,19,14.6,47.4,26,0.9,14.2,19.1,108,8.6,1.7,16,0.7,2.5,76,1,22.2
-102.54717,38.54113,0.366,0.034,0.075,0.279,0.013,0.077,0.008,0.9,63.1,2.5,11,4.7,8.43,31.9,7,0.42,4.9,5.4,107,2.3,0.5,9.5,0.6,1.6,23,0.4,10.9
-108.89799,38.50493,0.38,0.495,0.127,0.226,0.176,0.052,0.013,1.2,34.1,4.8,16,9.4,7.69,18.9,20,0.27,3.1,11.4,69.7,5.3,0.9,5.6,0.4,1.3,32,0.4,10.8
-107.93344,38.50372,0.472,0.301,0.207,0.158,0.073,0.053,0.019,1.6,58.2,8.5,38,37.9,12.3,30.2,31,4.21,9.1,21.6,81.3,8,1.4,9.7,0.8,2.8,82,2.1,15.8
-107.83863,38.48914,0.659,0.549,0.241,0.154,0.165,0.077,0.024,1.6,51.2,7.9,63,31.9,14.2,27.8,48,6.44,8,30.6,93.3,10,1.7,9.7,0.9,5.7,173,1.1,15.7
-107.63905,38.44442,0.747,0.235,0.311,0.187,0.083,0.086,0.025,2.2,69.9,10.6,45,20.9,17.1,35.3,43,1.27,12.6,20.9,109,9.9,2.1,12.5,0.7,2.2,108,1.5,19.5
-106.90218,38.54452,0.441,0.189,0.322,0.14,0.056,0.09,0.02,1.1,59.1,25.6,22,21.7,11.1,28.4,18,1.02,6.8,12.3,65.3,7.1,1.4,8.4,0.4,3.6,64,3.6,13.7
-106.54404,38.51142,0.619,0.078,0.26,0.271,0.056,0.131,0.025,3.2,51.9,8.8,45,28.2,15.6,24.6,44,2.18,18.5,22.2,132,9.1,2.5,10.4,0.8,2.9,95,1.9,18.1
-104.42271,38.57861,0.508,0.041,0.093,0.443,0.02,0.088,0.01,1.8,71.7,2.6,10,7.1,13.7,36.2,10,0.5,17.2,4.5,172,3.2,1.1,10,0.8,1.6,21,0.6,19.1
-103.91348,38.54817,0.429,0.09,0.105,0.3,0.024,0.059,0.011,1,55.6,3.4,19,6.7,9.97,30.8,11,0.55,8.2,6.7,108,3,0.9,10.7,0.6,1.6,31,0.4,12.4
-103.76085,38.53493,0.371,0.037,0.082,0.239,0.018,0.055,0.008,0.9,50.6,2.9,14,5,7.87,26.1,8,0.38,7,5.3,98.8,2.1,0.6,8.7,0.5,1.3,21,0.3,10.3
-103.48591,38.51681,0.658,0.119,0.29,0.259,0.074,0.074,0.019,1.9,62.2,9.6,40,23,15,31.4,33,1.27,10.5,24,121,7.9,1.6,11.2,0.7,2.6,100,1,17.2
-103.04373,38.51292,0.56,0.134,0.237,0.248,0.066,0.066,0.019,1.8,70.5,7.9,25,17.6,13.9,37.4,23,1.06,10.6,18.9,105,6.4,1.6,13.1,0.7,2.7,70,0.9,18.1
-102.54758,38.49855,0.35,0.033,0.076,0.282,0.015,0.081,0.01,1,48.7,2.6,11,5.3,8.46,24.7,8,0.52,8.2,5.3,103,2.3,0.5,8,0.6,1.5,24,0.4,10.9
-102.25868,38.47047,0.579,0.29,0.21,0.234,0.083,0.088,0.024,2,72.1,8,36,15.9,13.8,38.5,26,1.02,10.7,16.4,98,7.8,1.7,12.8,0.6,2.6,69,1.3,21.1
-108.96223,38.39593,0.373,0.352,0.143,0.239,0.168,0.03,0.013,1.1,44,7.2,49,14,8.47,22.5,15,2.8,3.5,41.6,72,6.1,1,6.6,0.4,1.7,38,0.5,12.6
-108.77763,38.38625,0.231,0.082,0.044,0.162,0.052,0.007,0.005,0.5,15.7,2.4,17,8.1,4.8,8.2,17,0.22,1.5,5.9,55,2,0.6,3,0.4,4.4,37,0.2,3.8
-108.3819,38.41653,0.523,0.057,0.238,0.172,0.045,0.069,0.026,1.9,76.4,7.8,29,19,12.8,38.6,27,0.97,9.6,16.6,92,8.3,1.4,10.2,0.5,2.7,74,0.9,19.8
-108.24431,38.35379,0.466,0.049,0.141,0.132,0.032,0.058,0.023,1,45.3,8.3,24,15.2,8.92,22.9,30,0.84,7,9,61.4,4.8,1.1,7.5,0.4,2.3,45,0.6,9.7
-106.08619,38.48454,0.652,0.146,0.28,0.255,0.074,0.212,0.02,3.3,59.4,9.5,27,45.1,16.5,29.7,11,1.04,14.8,12.5,73.6,10.1,2.2,8.2,0.3,2.9,43,1.2,25.3
-105.86569,38.47092,0.687,0.094,0.421,0.305,0.097,0.223,0.025,5.1,132,7.2,38,9.6,18.9,66,15,0.78,29.7,14.2,76.7,7.5,2.1,16.5,0.3,3.2,83,0.8,23.1
-105.43217,38.47696,0.68,0.141,0.399,0.27,0.062,0.17,0.034,1.9,107,10.7,35,20,16.9,51.8,22,0.94,14.5,15.3,105,10.4,2.3,16.6,0.6,2.4,81,1.8,25.3
-105.29834,38.49546,0.735,0.13,0.357,0.338,0.102,0.081,0.031,1.8,253,12.9,20,81.1,24.8,175,43,0.46,14.8,17.5,129,15.7,2,40.6,0.6,3.4,79,4.7,55
-104.96334,38.48334,0.404,0.283,0.215,0.139,0.054,0.047,0.017,1.6,61.3,6.7,30,14.5,9.58,30.6,22,1.7,8.4,17,59.5,6.4,1.4,9.6,0.4,2.2,59,1.2,15.6
-104.14826,38.46443,0.436,0.051,0.109,0.349,0.02,0.074,0.012,1.3,54.4,3.1,13,5.7,10.7,28,10,0.44,8.8,5.8,130,3.3,0.8,7.1,0.7,1.3,31,0.4,12.9
-103.19648,38.46704,0.496,0.097,0.205,0.282,0.056,0.06,0.016,1.6,67,6.9,27,15.2,13,33.9,21,0.98,8.3,15.7,113,6.8,1.2,10.3,0.7,1.8,62,0.8,17.6
-102.74255,38.45477,0.323,0.023,0.064,0.282,0.013,0.063,0.008,0.8,42.1,2.1,9,4.6,7.36,22.1,7,0.39,5.2,4.7,100,1.8,0.4,7.1,0.5,1.2,20,0.3,8.6
-102.3669,38.45724,0.562,0.388,0.217,0.192,0.085,0.082,0.024,1.9,77.5,8,33,16.4,13.5,41.2,26,1.05,10.6,16.3,78.5,8,1.5,13.3,0.6,2.7,71,1.1,18.7
-107.4763,38.39546,0.616,0.265,0.278,0.198,0.091,0.115,0.026,1.6,57.5,10.6,44,24.2,12.9,30.6,27,0.96,9.6,18.4,86,8.6,1.4,9.4,0.5,3,88,1.2,16.7
-107.23997,38.42572,0.588,0.102,0.38,0.24,0.041,0.13,0.03,1.4,102,13.8,25,19.1,15.8,42,20,1.72,12.2,12.5,84.3,6.5,1.7,13.1,0.7,2.7,103,1.3,17.8
-106.92504,38.44859,0.586,0.462,0.288,0.226,0.104,0.188,0.019,2,73.4,7.9,35,18.5,14.3,32.7,28,1.44,7.9,13.2,68.7,10.2,1.3,6.3,0.3,2.2,55,0.8,26.6
-106.76096,38.42475,0.652,0.323,0.886,0.163,0.165,0.22,0.121,1.8,73.5,28.7,17,30.1,19,33.7,22,1,14.2,15.5,48,30.5,1.6,5.1,0.2,1.7,264,1.1,50.9
-106.5366,38.43204,0.628,0.093,0.284,0.231,0.079,0.084,0.02,2.4,62.1,9.1,57,33.8,16,31.5,44,1.57,10.3,28.2,119,11,1.9,10.9,1,8,141,1.5,18.6
-105.2567,38.43731,0.635,0.164,0.255,0.325,0.079,0.089,0.024,2.1,75.9,7.6,38,17,16.8,32.8,21,0.96,8.7,16.7,120,9,1.7,12.4,0.5,2.5,49,1,17.1
-103.4799,38.40773,0.487,0.054,0.24,0.272,0.036,0.063,0.017,1.6,73.4,8.8,25,16.3,11,35.6,17,1.24,8.9,17.5,103,5.6,1.1,11.9,0.6,2.1,60,0.7,18.6
-103.13548,38.41607,0.353,0.147,0.13,0.24,0.022,0.055,0.011,1.1,50,4.1,14,7.8,8.72,25.7,10,1.49,5.9,9.8,99.4,3.3,0.6,9,0.4,1.9,36,0.4,12.9
-108.96941,38.35421,0.358,0.068,0.12,0.22,0.04,0.026,0.012,1.1,31.7,3.9,20,8.9,7.6,16.7,16,0.52,4.1,9.9,68.9,4.4,0.8,5.7,0.5,1.4,33,0.6,8.6
-108.0468,38.35873,0.416,0.098,0.17,0.119,0.036,0.081,0.017,1.1,48.1,5.3,14,10.5,8.83,25.6,33,0.99,6.8,6.8,43.9,5.5,0.9,6.1,0.3,1.7,47,1.1,12.6
-107.81053,38.36865,0.716,0.24,0.358,0.268,0.133,0.088,0.025,1.9,68,13.1,40,61.4,17.8,33.9,58,2.36,10.2,20.3,112,12.7,1.7,9.6,1,2.6,115,4,18.6
-106.59375,38.4309,0.776,0.16,0.39,0.227,0.104,0.139,0.039,2.5,98.2,14.3,62,23.9,18.3,50.9,34,1.18,15,30.4,82.6,12.2,1.9,13.1,0.5,2.8,104,1.1,28
-106.31963,38.38663,0.853,0.239,0.308,0.369,0.051,0.265,0.037,4.2,177,10,11,26.9,21.7,79.5,27,2.52,31.8,10.2,163,8.9,2,26.9,0.6,4.6,65,2.6,27.6
-105.07442,38.38627,0.604,0.219,0.293,0.217,0.083,0.089,0.02,1.9,56.9,9.9,42,30.1,14.3,31,29,2.85,9.3,24.1,97.9,7.5,2.5,10.8,0.7,3.1,100,2.1,15.6
-104.82838,38.35314,0.487,0.824,0.244,0.174,0.062,0.102,0.024,1.6,82.3,8.6,30,18,12.2,44.3,18,3.04,10.8,18.7,70.9,7.6,1.4,13.7,0.7,3.2,99,1,21.1
-104.61178,38.4016,0.589,0.163,0.25,0.168,0.084,0.042,0.017,1.8,50.6,8.1,52,47.1,11.3,26.7,33,4.88,8,25.5,86.5,7.3,2.2,9.4,0.9,3.5,112,0.8,16.9
-104.27711,38.38312,0.464,0.032,0.057,0.467,0.013,0.09,0.01,1.5,45.2,1.5,5,4.6,11.4,24.1,8,0.4,10,3.8,161,1.8,0.7,6.5,0.7,1,18,0.3,11.7
-102.71956,38.36022,0.453,0.249,0.145,0.264,0.044,0.079,0.016,1.4,49.4,6.2,25,15.2,10.3,27.4,16,1.88,7.7,13.8,98.1,4.6,1.1,9.1,0.7,2.5,66,1.3,14.6
-102.67166,38.33984,0.505,0.094,0.184,0.253,0.056,0.076,0.02,1.6,76.6,6.6,29,13.7,12.3,39.9,19,1.04,10.5,14.5,96.2,6.6,1.3,13.2,0.7,2.5,58,0.9,17.3
-102.25124,38.35503,0.532,0.158,0.184,0.25,0.053,0.09,0.021,1.6,63.7,7.6,30,13.9,11.8,31.3,19,0.97,9.9,14.8,94.2,6.1,1.4,10.6,0.5,2.2,61,0.9,17.9
-107.77483,38.31615,0.535,0.134,0.334,0.208,0.085,0.109,0.031,1.4,63.5,11.2,35,97.6,12.6,31.7,33,2,11.4,19.5,72.5,8.3,24,8,0.6,2.1,101,2.4,17.4
-105.80207,38.33582,0.687,0.071,0.359,0.276,0.133,0.118,0.024,2.8,47.8,13.6,49,26.4,18.9,20.7,46,1.26,11.1,30.6,113,12.9,1.9,10,0.4,2.9,75,0.9,17.5
-105.55284,38.33606,0.57,0.185,0.368,0.199,0.083,0.187,0.044,2.4,111,11.7,37,21.1,15.9,57.8,14,1.46,23.6,19,71.8,11.6,2.2,11.7,0.4,2.8,77,1.1,35.7
