"longitude","latitude","Al","Ca","Fe","K","Mg","Na","Ti","Be","Ce","Co","Cr","Cu","Ga","La","Li","Mo","Nb","Ni","Rb","Sc","Sn","Th","Tl","U","V","W","Y"
-106.47777,37.29798,0.669,0.288,0.398,0.162,0.103,0.166,0.037,1.5,59.7,15.3,10,43.1,15.3,28.3,27,1.12,9.7,8.8,56.5,11.7,1.2,6.6,0.2,1.7,92,0.8,21.4
-105.90986,37.29889,0.656,0.214,0.383,0.23,0.092,0.105,0.026,1.7,57.2,17.8,17,42.7,16.3,28.5,13,3.79,7,13.8,71.4,10.1,1.7,7.2,0.8,2.3,97,0.8,12.5
-105.59683,37.28765,0.847,0.336,0.386,0.273,0.084,0.22,0.037,1.8,51.7,14.5,28,19.8,16.3,26.1,14,0.9,11,19.4,52.7,8.3,1.3,5.8,0.3,2.1,114,0.7,14.4
-105.43211,37.29836,0.6,0.172,0.238,0.261,0.041,0.184,0.023,2,54.1,7.2,22,11.7,14.3,29,11,1.93,9.3,10.1,85.2,6.7,1.2,7.8,0.4,1.8,61,0.8,14.8
-104.66866,37.33846,0.64,0.065,0.268,0.184,0.052,0.054,0.027,2.1,84.1,11.7,46,36.4,18.5,42,27,1.5,13.4,22.3,79.6,12.9,2.5,10,0.6,3.3,91,1.1,18.3
-103.62032,37.26303,0.564,0.08,0.235,0.201,0.057,0.089,0.026,1.8,75.7,9.8,36,18.6,12.4,36.5,23,1.48,11.6,17.4,82.8,8,1.6,11.9,0.5,2.5,70,1,21.8
-102.7241,37.27955,0.335,0.127,0.127,0.224,0.029,0.063,0.015,1.1,42.6,4.6,25,9.8,8.6,21.7,11,0.65,7.7,11.4,79.7,3.9,0.8,8.3,0.5,1.4,50,0.5,11.9
-102.05858,37.26529,0.413,0.205,0.158,0.208,0.046,0.057,0.017,1.3,57.6,6.6,25,11.4,10.1,28.9,16,0.67,7.5,12.8,80.9,5.6,1.1,9.1,0.5,1.9,47,0.7,14.4
-108.8627,37.1617,0.634,0.327,0.242,0.223,0.096,0.064,0.022,1.5,58.3,8,37,19.7,13.6,27.3,31,3.49,8.4,19.8,94.4,7.6,1.8,12,0.8,3.1,78,0.8,14.3
-108.64452,37.25394,0.407,0.6,0.192,0.148,0.128,0.054,0.014,0.9,40.6,6.2,32,13.6,7.88,20.1,32,1.95,4.7,15.7,56.5,6.2,0.8,7,0.5,2,62,0.5,15.1
-107.97347,37.23743,0.557,0.118,0.239,0.172,0.05,0.102,0.016,1.5,47.3,6.8,33,33.9,11.8,24.8,28,0.92,6.5,14.1,73.9,6.5,1.1,6.9,0.4,1.8,70,0.7,15
-107.60146,37.24092,0.681,0.078,0.346,0.21,0.066,0.09,0.033,1.8,85,12.9,32,21.2,16.8,39.3,28,0.96,11.1,16.2,90.8,9.7,1.6,10.5,0.6,2.5,97,0.9,20.6
-107.23905,37.21029,0.678,0.15,0.274,0.202,0.085,0.159,0.029,1.7,57,8.2,32,16.5,14,29.4,29,0.73,8.2,15.6,93.1,8.2,1.5,10.1,0.5,1.9,86,0.9,13.9
-107.07377,37.25086,0.463,0.049,0.184,0.154,0.034,0.065,0.023,1.4,53,7.5,27,15.3,9.46,27,29,1.03,8,13.5,70.7,5.6,1.2,9.1,0.3,2.5,51,0.8,15.2
-106.89318,37.27288,0.583,0.059,0.236,0.192,0.054,0.074,0.024,2,64.1,14.5,39,18.9,12,31.7,39,1.33,9.3,18,99.6,7.8,1.5,9.8,0.6,2.6,73,1,17
-106.60526,37.30238,0.818,0.186,0.396,0.195,0.096,0.117,0.034,1.2,66.6,12.9,22,20.3,17.8,29.5,25,1.03,9.5,9.5,67.4,10.2,1.6,6.9,0.3,1.6,83,0.8,16
-106.2989,37.23975,0.323,0.07,0.134,0.12,0.027,0.082,0.018,1,31.6,5,11,10.7,6.77,14.5,11,0.44,6.1,5.9,40.1,4.1,0.7,3.9,0.2,1,34,0.5,8.3
-104.885,37.20675,0.661,0.074,0.277,0.239,0.047,0.144,0.031,2,64,12.2,45,19.7,14.4,30.9,19,0.62,11.5,20.6,71,10,1.3,6.9,0.4,2.5,72,0.6,20.7
-104.11116,37.2439,0.533,0.462,0.271,0.193,0.061,0.096,0.026,1.5,71.8,9.4,33,15.5,11.2,34.1,24,2.48,10.9,19.6,71.5,7.4,1.4,10.2,0.5,2.7,75,0.9,22.6
-103.93877,37.21944,0.481,0.409,0.231,0.133,0.057,0.051,0.019,1.7,75.9,7.4,29,19.2,12.9,38.1,32,1.85,10.1,17.3,61,7.7,1.5,13.9,0.5,3.3,75,1,19.3
-103.61144,37.23391,0.502,0.334,0.252,0.19,0.074,0.088,0.027,1.5,62.7,9.3,37,19.1,11.9,31.8,24,1.6,10.8,20.2,72.7,7.3,1.3,9.5,0.5,2.1,76,0.9,19
-103.11525,37.23571,0.442,0.055,0.112,0.239,0.028,0.086,0.012,1.3,30,3.4,18,11.3,9.16,17,12,0.63,5.3,8.3,80,3.9,0.8,4.9,0.4,1.2,34,0.5,10.5
-102.47063,37.20717,0.634,0.126,0.322,0.237,0.085,0.071,0.03,2.1,76.6,10.5,52,25.1,16.4,38.5,33,1.9,16.6,27.4,104,9.8,2,12.8,0.7,2.6,103,1.4,23
-106.77859,37.2061,0.812,0.203,0.295,0.24,0.094,0.166,0.036,2,57.3,9.5,31,19.4,17.6,28.8,29,0.63,10.5,12.7,89.5,9.5,1.4,7.9,0.5,1.9,79,0.8,15.5
-105.31274,37.18139,0.723,0.138,0.256,0.239,0.055,0.179,0.022,2.1,76.7,8.8,19,22.5,14.2,39.2,20,0.97,10.5,9.9,90.1,8.6,1.5,9.3,0.5,3.1,59,0.9,18.6
-104.39895,37.20115,0.502,0.255,0.469,0.197,0.067,0.084,0.022,1.7,52.1,12.1,79,49.4,13.3,27.4,29,2.34,8.8,44.2,78.1,7.9,1.3,7.6,0.5,2.6,103,0.8,18.9
-104.29363,37.22752,0.471,1.19,0.22,0.17,0.082,0.052,0.019,1.3,39.4,6.4,49,19.3,9.95,20.1,28,2.67,7.6,21.3,72.5,7.4,1.3,7,0.5,2.3,112,1,14.4
-103.81206,37.2007,0.314,0.056,0.082,0.192,0.019,0.04,0.008,0.7,27,2.9,17,5.4,5.89,14.4,7,0.28,3.7,7,65.5,2.4,0.5,3.8,0.4,0.9,23,0.3,7
-103.46381,37.19361,0.629,0.251,0.288,0.218,0.093,0.078,0.029,1.9,62.9,10.4,47,20.8,14.1,33.7,28,1.2,12,26.8,87.9,9.3,1.7,10.4,0.6,2.3,82,1,21.2
-103.35493,37.17629,0.37,0.191,0.18,0.143,0.043,0.064,0.021,0.8,55.7,7.1,36,11.8,8.56,26.7,15,0.76,8.1,16.1,53.6,4.7,1.1,8.9,0.4,1.6,58,0.6,11.9
-102.13118,37.14926,0.351,0.13,0.121,0.242,0.032,0.079,0.017,1,33.9,4,19,9.6,7.43,17.8,12,0.43,7.3,10.1,67.9,3.6,0.7,4.7,0.4,1.1,38,0.4,10.3
-108.72474,37.11153,0.489,0.583,0.191,0.19,0.19,0.042,0.02,1.5,38.8,6.4,54,20.1,10,20.7,40,3.06,7.2,23.2,74.6,7.3,1.3,7.7,0.7,2.8,112,0.8,15.9
-108.06958,37.21168,0.477,0.06,0.201,0.196,0.043,0.079,0.02,1.4,51,6.8,27,25.9,10.8,27.3,21,1.11,7.5,13.9,78.3,5.2,1.4,8.6,0.5,2.3,59,1.2,12.9
-107.85868,37.15472,0.548,0.106,0.218,0.191,0.057,0.101,0.023,1.6,55.5,7.2,28,24.5,11.6,28.9,25,0.88,7.7,11.9,79.4,7.3,1.3,9.1,0.5,3.7,67,1.1,16.5
-106.20203,37.20316,0.666,0.292,0.467,0.208,0.097,0.192,0.045,1.7,51.5,14.3,43,17.7,18.5,27.1,20,1.07,9,21.2,67.5,12.2,1.6,8.7,0.4,2,132,0.7,18.1
-105.60004,37.156,0.627,0.166,0.251,0.249,0.049,0.178,0.025,2.1,43.7,8.2,22,12.6,15.8,23.3,13,0.63,8.1,10.1,87.6,7.4,1.3,7.4,0.5,1.6,64,0.6,15.3
-105.27257,37.17964,0.665,0.117,0.234,0.264,0.051,0.184,0.024,2.2,57.3,8.5,21,23.8,13.9,28.9,20,1.02,11.6,11.3,92,7.4,1.5,8.1,0.4,2.4,57,1,18.1
-105.04134,37.15542,0.525,0.193,0.243,0.212,0.079,0.146,0.02,1.7,57.8,8.7,34,25.1,12.9,28.4,27,0.59,8.7,16.9,80,7.9,1.5,7.6,0.4,3.5,55,0.9,22
-104.59338,37.16123,0.727,0.062,0.252,0.178,0.046,0.12,0.029,1.9,73,9,33,19.5,16.3,38.1,21,0.94,9.7,14.3,83.9,8.2,1.6,11.3,0.5,2.8,74,1.2,13.9
-102.63354,37.13271,0.431,0.295,0.175,0.231,0.056,0.068,0.019,1.2,49.7,6.4,26,13.9,9.7,25,19,0.72,8.1,13.5,77.6,5.2,1,7.8,0.5,1.9,54,0.7,14.9
-102.13129,37.12907,0.492,0.229,0.206,0.258,0.064,0.092,0.022,1.6,52.3,7.3,42,16.3,11,27.3,21,0.79,11.3,19.9,82.4,6,1.2,8.8,0.5,1.8,68,0.8,15.9
-108.80503,37.05995,0.489,0.885,0.165,0.161,0.115,0.034,0.013,1.1,41.3,6.3,42,17.7,9.42,22.3,26,3.17,6.1,23.7,80.1,6.4,1.2,7.7,0.8,3.6,112,0.6,14.2
-108.10061,37.1718,0.466,0.058,0.176,0.208,0.04,0.084,0.022,1.4,60,7.2,25,26.5,11,29.2,22,0.92,8.7,11.6,83.9,6.1,1.2,9.2,0.5,2.2,50,1.4,14.3
-108.13913,37.12593,0.54,0.051,0.201,0.2,0.05,0.079,0.025,1.9,59.7,6.9,31,19.6,11.7,30.6,26,0.87,8.3,13.8,88.7,7.1,1.3,9.7,0.5,2.3,57,0.9,17.9
-108.17387,37.07157,0.581,0.071,0.208,0.206,0.055,0.082,0.019,1.4,55.8,7.5,29,23.7,11.3,28.3,25,1.03,7.5,13.5,83.2,6.3,1.2,8.7,0.6,2,52,0.9,14.5
-107.64728,37.09413,0.998,0.092,0.452,0.249,0.076,0.043,0.039,2.4,104,11.5,53,33.6,23,47.5,32,1.21,14.7,21.5,139,12.8,2.5,14.8,1,3.6,144,1.5,23.4
-107.55079,37.08656,0.592,0.049,0.248,0.162,0.043,0.045,0.023,1.3,59.9,8.6,35,25.9,13.7,28.6,24,1.27,8.5,15.3,84,7.2,1.6,9.5,0.6,2.4,85,0.8,12.8
-107.05805,37.14138,0.57,0.15,0.256,0.155,0.07,0.124,0.025,1.5,51.6,7.2,35,16.8,11.6,26.1,32,0.96,6.8,15,70.4,7.5,1.2,7.7,0.4,1.8,79,0.9,13.6
-105.85093,37.09028,0.711,0.574,0.409,0.237,0.101,0.199,0.041,1.5,63.9,14.1,53,19.3,15.4,34.3,18,0.97,4.4,24.1,67.7,9.6,1.4,7.6,0.4,2.4,110,0.6,17
-105.50379,37.11344,0.588,0.084,0.119,0.272,0.023,0.194,0.011,2,42.9,3.5,17,5.5,12.1,25,10,0.44,7.2,6.5,96.8,3.2,0.7,5.9,0.5,1.4,29,0.4,13.5
-104.93055,37.15807,0.847,0.037,0.374,0.216,0.101,0.047,0.049,3.1,112,17.9,80,54.9,25.5,52.6,59,2.02,20.3,36,109,19.1,2.4,13.9,0.8,5.3,147,1.8,22.3
-104.73386,37.123,0.663,0.267,0.351,0.211,0.077,0.103,0.035,2,70.8,11.8,63,30.8,16.3,35.9,29,1.15,15.2,30.8,81.4,10.6,1.9,10,0.5,3,107,1.1,21.4
-104.05295,37.08804,0.574,0.632,0.283,0.217,0.084,0.075,0.023,1.5,71.6,10.1,41,22.5,13.5,36.6,30,2.25,10.1,24.8,92.2,9.2,1.6,10.6,0.7,2.4,93,1,20.4
-103.9389,37.16399,0.426,0.481,0.211,0.127,0.054,0.055,0.022,1.2,69.5,6.6,29,15.8,9.73,35.3,28,1.59,9.2,16.4,50,5.8,1.2,9.1,0.4,2.4,62,0.7,18.4
-103.40913,37.16246,0.525,0.114,0.187,0.241,0.042,0.11,0.021,1.6,51.8,6.7,28,12,11,25.5,16,0.81,8.6,13.2,79.8,5.7,1.1,7.6,0.5,1.6,53,0.6,15.8
-103.08512,37.14299,0.353,0.041,0.15,0.087,0.026,0.027,0.016,1.1,51,4.5,26,9.6,8.47,25.8,17,1.69,7,10.4,38.9,4.8,1.1,8.3,0.3,1.9,42,0.7,11.3
-102.77755,37.1053,0.289,0.121,0.081,0.232,0.015,0.046,0.008,0.6,17.9,2.1,9,4.8,5.82,10.7,6,0.37,3.5,6.8,68.5,1.8,0.4,2.9,0.2,0.8,22,0.3,6.6
-102.4891,37.0618,0.277,0.046,0.073,0.198,0.013,0.048,0.007,0.5,17.6,1.7,10,3.4,5.44,9.9,6,0.25,3.1,4.2,62.1,1.6,0.4,2.9,0.2,0.9,20,0.3,6.2
-108.18234,37.0205,0.691,0.463,0.366,0.207,0.118,0.054,0.026,1.8,57.2,11.2,61,31.6,16.4,29.8,38,0.93,7.8,27.7,107,12.2,1.7,9.2,0.7,1.8,132,1.1,14.2
-107.85421,37.05882,0.756,0.07,0.259,0.195,0.046,0.091,0.025,2.2,83.4,10.5,20,25.6,16.6,43.8,20,1.2,8.9,12.5,103,8.8,1.6,12.9,0.7,2.8,63,0.8,17.1
-106.39631,37.0586,0.682,0.096,0.346,0.223,0.08,0.127,0.04,1.7,65.1,12.2,28,24.7,16.8,31,34,1.35,12.1,14.8,106,8.8,1.5,9.2,0.4,2.2,89,1.2,14.7
-106.03763,37.0645,0.71,0.2,0.424,0.203,0.074,0.157,0.036,1.6,65.6,13.7,29,23.1,15.4,33.7,17,0.9,9.1,15.7,69.2,9.4,1.5,7.7,0.5,2.1,101,0.7,18.3
-105.52138,37.04047,0.633,0.162,0.288,0.271,0.072,0.175,0.027,2.1,59.3,10.2,32,15.6,15.1,29.7,19,3.25,9.4,16.5,100,9.1,1.4,7.6,0.6,1.8,69,0.8,20.8
-102.84338,37.05627,0.386,0.061,0.117,0.203,0.023,0.073,0.013,1,30.2,4.1,20,8,7.87,15.5,10,0.57,5.5,9.2,66.5,3.7,0.8,4.4,0.4,1.1,34,0.4,10.8
-102.49187,37.01829,0.428,0.224,0.12,0.238,0.032,0.101,0.014,1.3,28.6,3.8,17,7.2,8.92,15.3,12,0.48,5.7,8.3,77.9,3.7,0.8,4.4,0.4,1.3,38,0.5,11.4
-102.21709,37.05091,0.292,0.091,0.067,0.203,0.012,0.071,0.008,0.6,15.9,2.1,9,3.3,5.88,8.5,6,0.29,3.5,4.6,66.5,1.6,0.2,2.2,0.3,0.7,20,0.2,5.5
-106.98664,37.06551,0.557,0.055,0.255,0.181,0.061,0.083,0.025,1.4,64.1,10.6,48,23.7,11.6,31.5,30,1.28,8.5,21.2,86.4,7.2,1.3,9.3,0.6,2.4,82,0.8,15
-106.8897,37.01124,0.533,0.04,0.212,0.181,0.037,0.117,0.017,1.3,54.4,6.3,26,9.7,10.1,28.1,17,0.46,5.5,10.5,79.3,5.5,1.1,9.2,0.5,1.6,56,0.4,12.2
-106.71751,37.0422,0.621,0.12,0.286,0.197,0.054,0.089,0.024,1.5,59.3,11.4,34,25.2,11.7,28.7,23,1.23,6.9,17.3,80.7,7.7,1.1,8.2,0.5,2.4,79,0.5,17.4
-106.15416,37.0547,0.757,0.274,0.626,0.215,0.107,0.191,0.06,1.4,67.5,20.8,48,22.3,18,33.5,18,1.01,9.9,26.7,70.2,13,1.6,8,0.4,1.8,171,0.8,18.4
-105.85576,37.07032,0.717,0.248,0.359,0.271,0.087,0.214,0.039,2.2,62.3,15,55,18.8,20.5,34,15,1,7.2,25.7,77.6,12.4,1.5,9.2,0.4,2.1,102,0.7,20.9
-105.08145,37.06028,0.602,0.048,0.245,0.212,0.043,0.081,0.021,1.4,54.3,8.1,43,23.5,13.1,27.2,33,3.04,8.7,16.8,94.1,6.3,1.7,9,0.7,3,105,0.9,12.6
-104.62427,37.08805,0.823,0.11,0.369,0.207,0.067,0.055,0.03,2.1,78.9,8.1,38,20.6,22,41.2,26,0.98,10.8,18.1,96.6,11.8,2.1,11.7,0.5,2.4,97,0.9,14.1
-104.18974,37.03322,0.66,0.385,0.334,0.2,0.09,0.087,0.036,1.8,77,14.4,67,27.4,14.7,37.9,28,2.99,12.2,39.3,86.6,10.6,1.7,10.2,0.7,2.5,123,0.9,22
-103.7086,37.00528,0.527,0.061,0.213,0.179,0.045,0.076,0.026,1.7,67.1,8.2,33,17,11.5,33.9,21,1.53,10.4,15.9,76.5,7,1.5,10.8,0.5,2.4,64,1,19.5
-103.64869,37.06033,0.498,0.194,0.249,0.185,0.064,0.067,0.028,1.6,60.1,7.5,38,21.7,11.4,31.1,26,1.54,11.9,20.1,69.3,7.2,1.5,9.8,0.5,2.2,79,0.9,17.6
